ID,Target_ml
100095464,1
100333793,1
101329354,1
101607100,1
102590942,1
102902412,1
103153547,1
103340733,1
103729880,1
103930520,1
104598626,1
104893832,1
104906365,1
105226991,1
105611195,1
107379517,1
107794231,1
108978038,1
109604218,1
110323375,1
110603587,1
110779586,1
111405321,1
111692604,1
111700186,1
111720992,1
112475763,1
112576878,1
112613072,1
112854236,1
114761864,1
115087337,1
115612084,1
115865257,1
115954322,1
116379352,1
116646267,1
117640970,1
117682838,1
118940467,1
119150190,1
120128660,1
120687554,1
121624395,1
122688324,1
123467627,1
123659560,1
123733468,1
124350868,1
125081432,1
125435018,1
125474509,1
125565239,1
125626535,1
125707397,1
125827514,1
126359231,1
126922583,1
127165749,1
128125831,1
128844427,1
129452544,1
129619255,1
130406908,1
130487022,1
130577635,1
130644505,1
131294972,1
131881752,1
132695788,1
133154423,1
133870816,1
133912283,1
135472369,1
135597741,1
136188918,1
136308613,1
136432478,1
136787918,1
136906077,1
137055174,1
137199242,1
137421780,1
138262931,1
140365663,1
140685489,1
140724980,1
141030528,1
142779486,1
142875524,1
142959079,1
143422152,1
144700580,1
144996975,1
145103096,1
145485262,1
146257201,1
146297832,1
146585608,1
146830336,1
147412995,1
147710923,1
150361960,1
151070369,1
151817898,1
151859399,1
151980399,1
152068597,1
153030825,1
153858754,1
153978171,1
154216797,1
154431519,1
154673272,1
155401486,1
156099314,1
156389482,1
156846387,1
157420936,1
158027944,1
158305383,1
158583048,1
158585472,1
158595067,1
158685728,1
158800951,1
159197974,1
159522331,1
159969972,1
159991087,1
160139540,1
161234616,1
161592503,1
163074181,1
163161872,1
163598590,1
163761832,1
164516881,1
164929234,1
165433660,1
165582673,1
165607904,1
166298600,1
166700433,1
167076125,1
167290468,1
167362608,1
167830280,1
168849687,1
168880783,1
170249164,1
170982173,1
171145166,1
171188571,1
171748223,1
171979550,1
172438177,1
173742321,1
173807441,1
174008392,1
174143893,1
174368796,1
174673054,1
175349600,1
176748726,1
176800416,1
177411478,1
177540935,1
177574630,1
177625017,1
178238294,1
178363994,1
178593790,1
178723448,1
178765739,1
178960081,1
181512379,1
181793947,1
181899306,1
182267607,1
183138992,1
183582060,1
184447105,1
184757061,1
185006787,1
185708130,1
186413663,1
186462772,1
186537349,1
187650560,1
187712902,1
188421723,1
188908866,1
189022891,1
189684900,1
189838693,1
189889647,1
190785119,1
190894458,1
192956907,1
192972349,1
193037842,1
193245416,1
193542494,1
193683505,1
193884196,1
194483425,1
194870960,1
194882494,1
194977586,1
195095160,1
195406354,1
195451486,1
195524998,1
195705436,1
196265874,1
197003354,1
197075666,1
197336397,1
197434805,1
201195956,1
201626497,1
201638924,1
201865194,1
202221480,1
202239453,1
202477112,1
202669086,1
202823301,1
203385130,1
203498424,1
204024271,1
204236247,1
204237547,1
205069714,1
205699515,1
206285953,1
207709472,1
208099485,1
209919550,1
210531632,1
210974225,1
211292793,1
211310278,1
211319231,1
211979905,1
212686391,1
212857631,1
213436115,1
214609786,1
214659748,1
214660716,1
215373281,1
216087890,1
216254124,1
216570727,1
216841396,1
217552229,1
217604200,1
217956447,1
218090156,1
219119808,1
219223378,1
220412204,1
221182551,1
221769722,1
222761888,1
223275296,1
223549344,1
223891377,1
224093765,1
224771886,1
224780458,1
224784940,1
225127004,1
225311235,1
225969527,1
226372382,1
228181183,1
228635076,1
228825816,1
228915609,1
229135311,1
229275203,1
229593552,1
229781516,1
230794083,1
230822606,1
231581187,1
231581436,1
231894390,1
232055176,1
232207609,1
232680962,1
233730818,1
234437101,1
234504963,1
234664799,1
234965247,1
236009754,1
236016402,1
236042386,1
236754136,1
237087808,1
237781903,1
238097446,1
239537143,1
239546617,1
240509253,1
240523802,1
240849290,1
241217669,1
241513478,1
242118616,1
242791919,1
243010414,1
243048614,1
243168243,1
243182936,1
243960082,1
244442416,1
244483157,1
244737814,1
244935795,1
245342714,1
245852844,1
246059747,1
247241781,1
248171294,1
248204109,1
249152922,1
249344007,1
249381041,1
250215934,1
250332900,1
250862717,1
251205931,1
252109810,1
252408115,1
252777004,1
252839265,1
252999315,1
253296202,1
254261754,1
254675473,1
254774629,1
255252580,1
255268602,1
255311559,1
255649438,1
256724937,1
257344616,1
257539767,1
258220825,1
259439202,1
259521337,1
259797924,1
260372852,1
260523954,1
260796512,1
261479345,1
261688450,1
261934960,1
262000067,1
262384437,1
263559206,1
263820157,1
264210491,1
264223055,1
264278325,1
264298112,1
265030775,1
265810030,1
265925178,1
267155187,1
267332095,1
267770750,1
267842304,1
268199679,1
268670566,1
269492606,1
269545743,1
270398626,1
270803551,1
271024285,1
271371850,1
271609808,1
271624926,1
272039312,1
272291176,1
272291597,1
274173705,1
274307724,1
274539590,1
275187432,1
275334353,1
275625442,1
275804248,1
275869829,1
276246421,1
276405680,1
277252023,1
277887224,1
278363261,1
278643552,1
278864061,1
279261377,1
279374847,1
279445599,1
280322827,1
280966899,1
281274700,1
281618612,1
281826412,1
281994937,1
282322505,1
282328232,1
283341870,1
283749473,1
284024687,1
284397081,1
284567412,1
284720270,1
287305828,1
287955342,1
288107481,1
288631262,1
290338427,1
290749946,1
290897533,1
290898592,1
292860503,1
292923232,1
293092893,1
293170920,1
293225704,1
293925424,1
294132303,1
294183715,1
295607395,1
296622878,1
296774015,1
297086032,1
298069851,1
298484305,1
298622383,1
298937534,1
299584432,1
299622652,1
299787500,1
301196163,1
301597568,1
301643427,1
301748810,1
301867650,1
301949366,1
302054883,1
302068517,1
302317232,1
302547212,1
302944870,1
303329432,1
303578111,1
303920264,1
304195596,1
304884838,1
305967765,1
307536034,1
307581818,1
307671190,1
309557605,1
309575693,1
310726013,1
312127220,1
312143489,1
312209862,1
313033071,1
314022670,1
314071936,1
314119522,1
314195503,1
314814051,1
315708006,1
315713709,1
316579524,1
316881981,1
317709681,1
317960386,1
320157723,1
320858828,1
321296608,1
321296740,1
321539933,1
322556212,1
322962427,1
323628479,1
325087962,1
325624593,1
325840692,1
325957599,1
326313118,1
327129282,1
327250375,1
327825292,1
329273153,1
329354015,1
329663045,1
330117687,1
330178411,1
330402332,1
330916067,1
332173338,1
333235446,1
333256849,1
337256404,1
337733230,1
339117606,1
339878862,1
340871410,1
341049655,1
341132231,1
341399102,1
341515579,1
341773541,1
341897602,1
342754491,1
342831082,1
342942225,1
343278745,1
343933926,1
344542281,1
345381091,1
345409935,1
345804573,1
346259157,1
347727524,1
348390489,1
349251089,1
349469108,1
349531951,1
350045524,1
350114387,1
350477814,1
350781177,1
350797675,1
350830171,1
351490756,1
352347404,1
352935575,1
353442882,1
353544347,1
353609326,1
354401613,1
354484157,1
354984147,1
355506894,1
355581038,1
356437459,1
356710996,1
357157273,1
357832733,1
358366798,1
360456732,1
360908805,1
361534341,1
361934957,1
363003793,1
363128862,1
363143102,1
363363900,1
364449781,1
364601933,1
364765240,1
364916454,1
365605405,1
366210042,1
366805441,1
367342081,1
367686861,1
368127614,1
368279023,1
369976128,1
370072018,1
370647928,1
370689106,1
371153651,1
371341457,1
371473846,1
371970342,1
371988332,1
372128973,1
372283383,1
374465184,1
374586845,1
374658994,1
374665214,1
375408100,1
375463234,1
376101521,1
376107868,1
378226763,1
378771147,1
379384477,1
379465015,1
380414494,1
380518013,1
380584389,1
380768215,1
381500902,1
383364994,1
383685790,1
384294468,1
384574619,1
384789636,1
385099438,1
385233421,1
385574453,1
385708566,1
386574145,1
387099395,1
387533520,1
387578269,1
389485229,1
390199268,1
390401344,1
390406228,1
390547028,1
390559126,1
390928949,1
391084463,1
391478883,1
391956608,1
392030457,1
392102405,1
392784387,1
393245185,1
393441451,1
393757476,1
393948023,1
395578889,1
396936589,1
397011231,1
397150641,1
397154150,1
397228703,1
397803640,1
399788915,1
401346164,1
401597208,1
401892388,1
402654124,1
402692563,1
403923927,1
404058618,1
404229889,1
404425724,1
404539489,1
404609844,1
405325360,1
405493350,1
405772614,1
406773852,1
407225996,1
407713013,1
407865279,1
407894314,1
407981434,1
408171442,1
408652562,1
408748992,1
408853441,1
408898899,1
409050188,1
409713831,1
409893292,1
409954222,1
410138649,1
410468505,1
411025236,1
411941361,1
412067480,1
412542901,1
413210701,1
414334683,1
414378113,1
415123683,1
415237352,1
416056405,1
416405057,1
416751534,1
417071169,1
417277023,1
417568177,1
417794498,1
418268123,1
419289211,1
419305506,1
419460993,1
419473152,1
421537700,1
421883056,1
422429190,1
422553189,1
422940219,1
422975519,1
424159606,1
424247975,1
424421772,1
424449520,1
425060903,1
425201245,1
425218463,1
425657729,1
425914921,1
426023675,1
426212039,1
426239708,1
426282220,1
426520742,1
426523567,1
427257803,1
427390070,1
427874862,1
427981642,1
428181723,1
428790545,1
428867429,1
429086586,1
429942733,1
429991497,1
430065627,1
430898399,1
431089758,1
431896950,1
432117212,1
432416533,1
432421970,1
432624991,1
432897964,1
432995655,1
433140100,1
433520225,1
435422008,1
437082118,1
437100125,1
437409694,1
437503917,1
437543690,1
437781605,1
438279404,1
438667508,1
439564909,1
440686059,1
440786339,1
441021409,1
443791775,1
443925583,1
443983657,1
444097489,1
444947949,1
444984829,1
445054575,1
445649412,1
445672864,1
446454332,1
447460545,1
447660909,1
447699014,1
447771635,1
448003071,1
448603024,1
448715247,1
448749614,1
448766084,1
448941711,1
449026285,1
449182585,1
449299778,1
449778987,1
450080138,1
450598243,1
450998257,1
451670153,1
451857796,1
452740038,1
453243701,1
453921122,1
454736485,1
454746433,1
455443547,1
455548393,1
455616115,1
456076908,1
457308643,1
457668971,1
458622591,1
458646766,1
459903500,1
459927073,1
460238773,1
460543325,1
460572168,1
460776473,1
461809524,1
461809761,1
462129486,1
462173426,1
462335975,1
463041761,1
463504956,1
464074893,1
464248425,1
465831426,1
466371689,1
466443799,1
467041861,1
467500648,1
468474155,1
468613284,1
468900010,1
470999283,1
471357412,1
471641711,1
471988608,1
472192707,1
473108640,1
473471539,1
473674823,1
473810764,1
474179147,1
474447578,1
474821293,1
474861617,1
476572533,1
477138230,1
477241279,1
477580687,1
477693139,1
478274889,1
478765949,1
478910652,1
479021646,1
479040143,1
479192378,1
479364205,1
479379237,1
480450315,1
480682979,1
481365818,1
481411364,1
481801656,1
481892101,1
482835392,1
483632481,1
484394560,1
484943405,1
485310761,1
487025083,1
487227217,1
487268622,1
487427821,1
487661109,1
489090587,1
489162740,1
489287636,1
489369813,1
489774315,1
489817868,1
489835339,1
490221510,1
491308434,1
491455275,1
491706744,1
491934632,1
492935859,1
494413803,1
495882558,1
496010743,1
496656159,1
497333568,1
497481002,1
498452482,1
499772747,1
500364533,1
501304001,1
501342644,1
501358763,1
501520371,1
501663725,1
501793498,1
501810032,1
502464153,1
502605345,1
503016831,1
503200260,1
505042814,1
505915432,1
506199629,1
506703735,1
507864351,1
510412608,1
510884280,1
511127941,1
511723702,1
511915304,1
512158708,1
512162599,1
512202899,1
512344348,1
512377170,1
512695800,1
513440083,1
513568428,1
513620468,1
514215250,1
515297769,1
515935869,1
516209391,1
516213726,1
516262753,1
516296094,1
516298167,1
517545495,1
518626881,1
518716018,1
519253408,1
519361940,1
519526475,1
520028421,1
520132555,1
520134191,1
520292251,1
520850272,1
521018212,1
521487532,1
521530328,1
521845068,1
523246485,1
523249745,1
523251716,1
524219650,1
525651979,1
526285832,1
526697996,1
526733570,1
527140343,1
528811573,1
528876765,1
529037275,1
529858887,1
529951692,1
531121796,1
531232947,1
531276668,1
531588390,1
531859854,1
532020376,1
532087947,1
532103629,1
532210735,1
532328235,1
532524583,1
532644336,1
532969232,1
533233560,1
533354285,1
533482373,1
533945736,1
535219926,1
535776100,1
536022018,1
536341864,1
536429077,1
536603506,1
536633595,1
536909928,1
537013726,1
537195018,1
537221998,1
537903391,1
538241161,1
538642379,1
538960427,1
539211519,1
540762011,1
541120879,1
541617230,1
542655236,1
542756036,1
543194591,1
543384945,1
543885634,1
543988527,1
544755275,1
545541474,1
546227555,1
547021169,1
547868000,1
547983125,1
548045161,1
548682988,1
549441925,1
549468513,1
549818979,1
552453346,1
552636388,1
553361632,1
553568160,1
553746792,1
554388854,1
554633685,1
554705271,1
554802937,1
555468422,1
555829751,1
556147849,1
556382854,1
556959027,1
557073083,1
557543069,1
558142692,1
559545880,1
559717835,1
560771568,1
560912073,1
561037247,1
561104763,1
561369020,1
561484281,1
561927552,1
562125005,1
562232122,1
562388896,1
562718386,1
562773804,1
563055529,1
563943548,1
565151645,1
565740641,1
566076291,1
566726095,1
566786795,1
568361623,1
570240653,1
570723834,1
570913695,1
571107421,1
571314970,1
571578232,1
572994522,1
573112305,1
573159310,1
573330403,1
574316840,1
574485202,1
574828521,1
574860786,1
575230322,1
575233214,1
575877401,1
577626872,1
577671481,1
579998947,1
580058864,1
580244192,1
580654558,1
580694960,1
580781609,1
580906295,1
581083072,1
581218271,1
581238072,1
581427204,1
582577256,1
582686344,1
582710096,1
582939821,1
583022028,1
583936742,1
584163595,1
584939783,1
584949008,1
586699001,1
587491865,1
588768370,1
588977607,1
589051705,1
589084933,1
591718360,1
593053616,1
593103823,1
593423839,1
593857330,1
593934345,1
594307682,1
594580746,1
596318527,1
596344251,1
597045540,1
597968544,1
599128165,1
599346522,1
599363767,1
599441549,1
599570837,1
599811364,1
599902870,1
600476565,1
600795617,1
600836148,1
603169196,1
603645113,1
603760637,1
604614535,1
604664667,1
605173725,1
605741957,1
606402192,1
606784757,1
606927522,1
607909986,1
608082390,1
608728449,1
609444853,1
609815143,1
611088811,1
611112508,1
612134818,1
612896577,1
612899379,1
613064821,1
614827599,1
614985807,1
615413191,1
616246128,1
616341736,1
616618622,1
618129160,1
618787113,1
619974060,1
620001575,1
620772135,1
621826399,1
621980823,1
621994585,1
622038227,1
623032165,1
623316030,1
624022534,1
624970584,1
625038772,1
625174658,1
625440122,1
626306404,1
627449301,1
627632739,1
627639948,1
627804788,1
628030483,1
628204603,1
628299252,1
628344948,1
628379516,1
628656379,1
628785685,1
629227576,1
629290988,1
629649621,1
630085901,1
630314203,1
631429194,1
632072790,1
632151868,1
632193631,1
632445321,1
633517499,1
633823950,1
634284252,1
634820021,1
635833891,1
636020127,1
636230902,1
636509116,1
636696811,1
637433479,1
638038878,1
639526513,1
639614996,1
640086284,1
640410998,1
641183305,1
641719364,1
641962784,1
642159253,1
642330635,1
642556591,1
642604515,1
643242017,1
643689791,1
644919450,1
645032212,1
646368068,1
646510723,1
646544255,1
646752207,1
646940558,1
647025399,1
647809701,1
647972200,1
648087429,1
649078673,1
649166996,1
649938765,1
649980282,1
650168247,1
650546561,1
650631709,1
650984785,1
651055480,1
651264269,1
652193938,1
653621788,1
653908453,1
654217421,1
654455866,1
654657230,1
655468094,1
655624666,1
656305424,1
656600415,1
657371658,1
657373950,1
658558770,1
659021319,1
659244442,1
659823724,1
659978396,1
660479494,1
660479599,1
660534742,1
660750021,1
660848425,1
660898643,1
661658172,1
661713567,1
661817353,1
662638429,1
663109376,1
663437899,1
663856594,1
664156865,1
664483188,1
665051051,1
665167062,1
665239087,1
665772450,1
665894196,1
666760399,1
666861718,1
667325019,1
667821822,1
668360220,1
668622884,1
669461863,1
669980918,1
671359154,1
673333472,1
673357029,1
673455801,1
673931743,1
674786297,1
677401547,1
679333379,1
679573727,1
680261348,1
680318531,1
681243879,1
682468317,1
682546034,1
682891312,1
683042497,1
683458347,1
683712716,1
683862529,1
684014073,1
684962310,1
685597613,1
686980397,1
687145168,1
687309728,1
687353402,1
687618830,1
689280423,1
690150549,1
690837904,1
690937967,1
690942653,1
691660049,1
692392446,1
692428407,1
692743225,1
692988657,1
693908639,1
694439682,1
694997526,1
695084645,1
695132194,1
695304661,1
695642472,1
695691139,1
695974101,1
696365851,1
697891853,1
698325870,1
699422143,1
699984640,1
700052929,1
700634103,1
701519082,1
701529867,1
703627217,1
703893005,1
704248303,1
704442712,1
704802910,1
705280485,1
705360593,1
705567018,1
705693269,1
706596898,1
707631151,1
708243537,1
708303581,1
708664370,1
708757446,1
709196632,1
709707672,1
709732163,1
711258022,1
712209496,1
712355939,1
713295469,1
713388809,1
715803967,1
716782488,1
717704988,1
718582526,1
718783770,1
719067197,1
719264507,1
719346607,1
720195022,1
722365173,1
723084210,1
723425208,1
723436318,1
723492056,1
723743306,1
724054682,1
724185129,1
725476400,1
727077280,1
728826249,1
729524568,1
729834099,1
729889046,1
730240724,1
730858016,1
730982867,1
731648062,1
732015432,1
732542408,1
733477964,1
733798714,1
734793759,1
734922941,1
735641277,1
735793022,1
736084006,1
736281628,1
736646189,1
736858402,1
737079413,1
737218853,1
737990136,1
738430560,1
738822574,1
738836580,1
738978668,1
739772034,1
740346248,1
741409443,1
741645906,1
741904076,1
742072275,1
742168253,1
742524724,1
743576272,1
743969258,1
744685098,1
744893357,1
745957870,1
746130473,1
747348002,1
748924604,1
749106473,1
750081872,1
750306777,1
750709547,1
751077828,1
751121644,1
751293255,1
751547424,1
752052674,1
752157141,1
752209443,1
753107979,1
755022268,1
755268356,1
755409392,1
755894167,1
755909471,1
755962273,1
756935962,1
757080977,1
757398211,1
757430105,1
757750710,1
757858946,1
758472933,1
759566410,1
760010403,1
761349203,1
761625081,1
761741093,1
761890063,1
762922292,1
763206039,1
763335483,1
763526306,1
763997039,1
765074365,1
765190304,1
765956727,1
766357497,1
766998722,1
767448779,1
768036402,1
768272999,1
768858369,1
769024368,1
769071532,1
769765214,1
770605183,1
771363958,1
771617487,1
772092563,1
772293095,1
772379547,1
772733712,1
772796489,1
773563302,1
774048414,1
774571808,1
774618440,1
774732849,1
775692643,1
775745857,1
775859342,1
776143615,1
776315524,1
776384679,1
776431323,1
776579865,1
776682040,1
776708231,1
776749946,1
779033155,1
779162523,1
780560046,1
781133979,1
781530908,1
781729037,1
781733045,1
783063240,1
783719865,1
784552433,1
784840468,1
785039611,1
785106491,1
785223988,1
785354721,1
785399018,1
785479837,1
785501834,1
785704433,1
786087210,1
786579059,1
786695940,1
788910839,1
789716945,1
789890825,1
790564969,1
790719023,1
791378981,1
791450019,1
791851959,1
793108996,1
793133529,1
793229592,1
793599151,1
793941209,1
795094528,1
795341664,1
795530755,1
796955535,1
797047525,1
797528427,1
797814928,1
798100494,1
798565903,1
798665849,1
799403085,1
799421184,1
799738908,1
800012649,1
800850897,1
801717253,1
802916648,1
803727182,1
804588866,1
806686217,1
807005323,1
807867929,1
808019963,1
808098537,1
808140686,1
809706938,1
810455723,1
810752210,1
810855868,1
811372134,1
812708557,1
812708686,1
812928051,1
813240841,1
813415089,1
813683104,1
814262383,1
816410296,1
816761932,1
817359706,1
817719528,1
817905829,1
818131743,1
818136817,1
818367346,1
818572951,1
818668133,1
818789275,1
819408159,1
819753450,1
820092345,1
820191947,1
820782666,1
821225063,1
821537607,1
822492948,1
822598660,1
822884190,1
822884339,1
823478238,1
823683271,1
823810273,1
823892297,1
824196265,1
824272761,1
824845798,1
825006455,1
825818760,1
826624445,1
827074929,1
827076722,1
827635742,1
827820860,1
827844116,1
827894670,1
828220962,1
828299481,1
828478136,1
829357277,1
829722419,1
829955711,1
830031601,1
831359965,1
831716915,1
832042979,1
832325886,1
832481378,1
832823441,1
833133219,1
833515458,1
833677279,1
834315307,1
836225761,1
837211461,1
839199372,1
839446642,1
839520681,1
839593228,1
840248071,1
840338372,1
842429488,1
842559704,1
843707861,1
844323632,1
844634731,1
844889580,1
845213334,1
845262556,1
845499305,1
845955359,1
846088595,1
846442576,1
846544757,1
847253577,1
847695569,1
849140353,1
849243897,1
849760563,1
851035763,1
851075966,1
851315207,1
851481647,1
852331903,1
852750547,1
852766133,1
853154109,1
853327916,1
853563198,1
853700504,1
854020824,1
855659875,1
855967448,1
856448666,1
856492265,1
856584809,1
856772638,1
857084001,1
857568472,1
857761033,1
859188665,1
860177089,1
860444192,1
860483609,1
861782118,1
861843436,1
862193251,1
862208750,1
862564397,1
862934987,1
862995381,1
863952488,1
864805203,1
865806259,1
865928133,1
866158350,1
867162629,1
867301533,1
868204747,1
868542684,1
868819136,1
868861591,1
869130935,1
870025103,1
870548022,1
870576968,1
871018723,1
871053724,1
871444160,1
871577642,1
872276739,1
872646578,1
873083390,1
873320929,1
874109928,1
874127046,1
874391234,1
874666927,1
874675543,1
874828166,1
875433825,1
875875859,1
876534015,1
877463799,1
877722670,1
878006063,1
878765336,1
878820781,1
879309711,1
880268905,1
880677641,1
881921271,1
882355547,1
882440375,1
882588947,1
882758758,1
883009018,1
883672022,1
883898891,1
884047635,1
884291423,1
884672876,1
884919691,1
885496512,1
885812878,1
886243123,1
886274803,1
886617059,1
886680743,1
887809534,1
888179467,1
888247380,1
888374670,1
888793493,1
888968123,1
889870378,1
890453711,1
891925554,1
893220391,1
893237986,1
893764731,1
893774314,1
894390664,1
894525373,1
894595706,1
894733900,1
894857664,1
894929337,1
895042940,1
895096288,1
895231522,1
895948890,1
895954518,1
896406328,1
897647113,1
897667906,1
898004908,1
898448610,1
899624336,1
899737861,1
899788191,1
